Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Masyn Winn","STL",4,17,0,3,0,1,0.235294117,0.176470588,0,0.125,0.09090909,0.411764705,0.09090909,0.30839317335801963,0.3603636517244227,94.46480235241111,0.2901310049928725,0.178161532757107,0.8853593040257692,0.16228278071952315,"Masyn Winn",27479,691026
"Taylor Trammell","HOU",2,6,0,1,3,0,0.333333333,0.333333333,0.25,1,0.5,0.666666666,0.75,0.6044349372386932,0.4739006658395131,295.81772204166896,-0.022355722059728578,1.333553955787492,-0.00653502787463367,0.15850187180227485,"Taylor Trammell",19960,666211
"Hunter Goodman","COL",7,23,1,6,3,1,0.086956521,0.304347826,0.157894737,0.363636363,0.263157894,0.391304347,0.421052631,0.37649458387623663,0.296599045233882,123.57205075108286,0.07488197972998023,0.7200053578929533,0.12100342893972993,0.15837981332578646,"Hunter Goodman",29715,696100
"Alex Call","LAD",2,6,0,2,0,0,0.333333333,0,0.25,0.5,0.5,0.666666666,0.75,0.6044349372386932,0.6037339816490809,287.2346705086149,0.05043291440233588,1.3871980124813756,-0.03068981133401394,0.15767544363951264,"Alex Call",19296,669743
"Moisés Ballesteros","CHC",5,14,1,3,3,0,0.071428571,0.071428571,0.25,0.363636363,0.416666666,0.428571428,0.666666666,0.46149734939847675,0.4226572811603546,194.6456507175055,-0.0683486273046583,1.508341230300598,-0.4477022811770439,0.15255472924304442,"Moises Ballesteros",28820,694208
"Brooks Lee","MIN",7,24,2,2,4,0,0.041666666,0.125,0.272727273,0.235294117,0.272727272,0.333333333,0.545454545,0.38810475170612335,0.24612036968270937,148.00495307167492,-0.04545883172249887,1.2841528045651451,-0.6871117036789656,0.1519354642562642,"Brooks Lee",31595,686797
"Kevin McGonigle","DET",7,29,0,4,2,1,0.137931034,0.137931034,0.12,0.285714285,0.24,0.344827586,0.36,0.32609940191795084,0.3309933779568508,106.53914809678322,0.5055112182162702,0.7243612868829505,-0.3392376718111336,0.14917558138978135,"Kevin McGonigle",33572,805808
"Ian Happ","CHC",5,23,1,2,2,0,0.130434782,0.347826086,0.2,0.363636363,0.25,0.347826086,0.45,0.34347251057624817,0.3528365438634699,117.14740535158626,0.047402128111571074,0.5166948588951663,0.1924917958676815,0.14489068256634619,"Ian Happ",17919,664023
"Michael Conforto","CHC",5,18,0,3,3,0,0.277777777,0.166666666,0.076923077,0.5,0.384615384,0.555555555,0.461538461,0.47169917821884155,0.5188338773118125,201.34444260734315,0.043931785970926285,2.2145828741550027,-1.3718171110376716,0.14283768017465803,"Michael Conforto",16376,624424
"Xavier Edwards","MIA",7,29,0,2,4,1,0.103448275,0.172413793,0.192307693,0.285714285,0.23076923,0.310344827,0.423076923,0.3253978059209626,0.23174503548391934,102.18364919808242,0.08542063040658832,0.1607732656574459,0.341751663479954,0.1426096514441512,"Xavier Edwards",22266,669364
"TJ Rumfield","COL",7,26,1,3,5,0,0.076923076,0.153846153,0.217391304,0.315789473,0.304347826,0.346153846,0.52173913,0.37391010843790495,0.3644770681858063,121.87501550273394,-0.2948382622562349,0.3819289253934719,0.15799954906105995,0.1370039386416682,"TJ Rumfield",29805,681198
"Jared Young","NYM",4,9,0,0,1,0,0,0.111111111,0.125,0.5,0.5,0.444444444,0.625,0.4470408426390754,0.41055555641651154,186.64367929753612,-0.02255662906100042,0.9053343924533932,0.151933491230011,0.1364878524522894,"Jared Young",20404,676724
"Chandler Simpson","TBR",6,23,0,3,2,4,0,0.04347826,0,0.363636363,0.347826086,0.347826086,0.347826086,0.3164702913035517,0.2470434800438259,99.38030901200723,0.1241568187251687,0.10770815839277044,0.364589037373662,0.13538558283744814,"Chandler Simpson",31912,802415
"Josh Lowe","LAA",5,15,1,2,1,1,0.133333333,0.266666666,0.272727273,0.166666666,0.181818181,0.357142857,0.454545454,0.3704535322529929,0.28293507014002117,135.6288817869059,0.18298274441622198,0.7997495150900769,-0.04807566851377487,0.1336932852330111,"Josh Lowe",19953,666139
"Adam Frazier","LAA",5,17,0,3,2,0,0.235294117,0.235294117,0.083333333,0.5,0.333333333,0.5,0.416666666,0.4293287508189678,0.3224880057387054,175.48922619738858,-0.024871172849088907,1.4561504904095572,-0.7897814330644906,0.1325343004639733,"Adam Frazier",15223,624428
"Tyler Freeman","COL",4,14,0,1,2,1,0,0.142857142,0,0.444444444,0.363636363,0.461538461,0.363636363,0.394334444632897,0.44879799622755784,135.28617737061532,0.03772578667849302,0.6255537275520519,0.2319572065025568,0.1317689908154564,"Tyler Freeman",22532,671289
"Max Muncy","ATH",6,26,0,6,0,0,0,0.346153846,0.153846154,0.529411764,0.346153846,0.346153846,0.5,0.37254268847979033,0.31938462073986346,135.3807660459198,0.00014122296124696732,1.0617587886657676,-0.7499899864196777,0.1303141501370483,"Max Muncy",29779,691777
"Freddy Fermin","SDP",6,14,0,5,0,0,0.071428571,0.214285714,0.083333333,0.333333333,0.25,0.357142857,0.333333333,0.32631845133645193,0.27627778159720556,107.80645621931322,0.14899099431931973,0.2790377555970052,0.5628045704215765,0.1301656492574211,"Freddy Fermin",21840,666023
"Riley Greene","DET",7,30,1,3,5,1,0.133333333,0.266666666,0.153846154,0.294117647,0.23076923,0.333333333,0.384615384,0.3296397844950358,0.3939602633317312,108.93609663140886,0.22223004791885614,0.5316131767381893,-0.37456924351863563,0.12962163543946578,"Riley Greene",25976,682985
"Kyle Higashioka","TEX",3,10,1,1,2,0,0.1,0.4,0.333333333,0.5,0.333333333,0.4,0.666666666,0.4641258716583252,0.43602019250392915,201.66496505913747,-0.06986188469454646,1.1034104540262446,-0.2251552026718855,0.12772087453450215,"Kyle Higashioka",5517,543309
"Jacob Young","WSN",6,17,0,2,2,0,0,0.117647058,0.125,0.357142857,0.3125,0.3125,0.4375,0.33232368156313896,0.3578749942826107,108.0760272561376,-0.0018830394838005304,0.1614839380305945,0.5304938349872828,0.12426342166960251,"Jacob Young",29931,696285
"Davis Schneider","TOR",5,17,0,4,2,0,0.294117647,0.352941176,0.083333334,0.333333333,0.166666666,0.411764705,0.25,0.33888405561447144,0.34764764589421887,116.06025660935042,0.08199732657521963,0.3970831892087359,0.17566843703389168,0.12295459067112387,"Davis Schneider",23565,676914
"Austin Hedges","CLE",4,15,0,2,1,0,0.066666666,0.133333333,0.071428571,0.416666666,0.357142857,0.4,0.428571428,0.37631285190582275,0.3068134725093842,141.98912114970975,-0.015074615366756916,0.7117934017052081,-0.075190719217062,0.12191825205266599,"Austin Hedges",12976,595978
"Yandy Díaz","TBR",6,26,1,3,3,1,0.076923076,0.115384615,0.136363637,0.277777777,0.272727272,0.384615384,0.409090909,0.3543101763725281,0.23710304498672485,124.99908186823505,0.03804096207022667,0.7881509060821464,-0.6195533275604248,0.11566368645934083,"Yandy Diaz",16578,650490
"Tyler O'Neill","BAL",4,15,0,2,1,0,0.066666666,0.133333333,0,0.454545454,0.384615384,0.466666666,0.384615384,0.40028021732966107,0.2579926043748856,158.47895376568556,-0.13922818144783378,0.8730931055958409,-0.3211539350450039,0.1132547813202189,"Tyler O'Neill",15711,641933
"Jacob Wilson","ATH",6,27,0,3,0,0,0,0.148148148,0,0.347826086,0.296296296,0.296296296,0.296296296,0.26958580370302554,0.30155555186448274,65.67576984223791,0.05278176628053188,-1.0167460536043131,1.0841163843870163,0.10909033067274936,"Jacob Wilson",33266,805779
"Evan Carter","TEX",6,20,1,2,3,2,0.1,0.25,0.166666667,0.166666666,0.166666666,0.25,0.333333333,0.2676365911960602,0.31042019501328466,68.63564333496916,0.4158978499472141,-0.30802768478243836,0.6192777343094349,0.10755074678959856,"Evan Carter",27790,694497
"Jorge Barrosa","ARI",6,24,0,3,3,0,0.041666666,0.333333333,0.181818182,0.357142857,0.227272727,0.260869565,0.409090909,0.29383368077485456,0.17457399549691574,81.81028603210429,0.1361022857017815,-0.38336079686240654,0.6948895901441574,0.1073434257364551,"Jorge Barrosa",23968,678489
"Joc Pederson","TEX",6,15,1,3,1,0,0.066666666,0.266666666,0.285714286,0.333333333,0.285714285,0.333333333,0.571428571,0.3956713358561198,0.15894680122534435,155.31912652134997,0.05920899426564574,1.016830937753376,-0.5401234515011311,0.10555645319562887,"Joc Pederson",11899,592626
"Jorge Mateo","ATL",3,8,0,3,0,1,0.125,0.375,0.142857143,0.5,0.285714285,0.375,0.428571428,0.36439206451177597,0.2386502488516271,128.64790775495993,0.31236021500080824,0.5850698445139758,0.19125964865088463,0.10459552859598814,"Jorge Mateo",17273,622761
"Dustin Harris","CHW",4,12,0,1,1,2,0.25,0.083333333,0,0.25,0.222222222,0.416666666,0.222222222,0.32951029141743976,0.35696715985735256,108.8419117215178,0.330621094442904,0.4530700081456749,0.08627925347536802,0.10061131757693892,"Dustin Harris",25705,687957
"Jonathan India","KCR",6,23,1,3,3,0,0.260869565,0.260869565,0.2,0.125,0.133333333,0.434782608,0.333333333,0.3815526780874833,0.39167763875878375,141.28096915489309,0.002042613457888365,1.097776863233632,-0.9697549697011709,0.10015648665942836,"Jonathan India",21523,663697
"Taylor Walls","TBR",5,18,0,4,1,0,0,0.166666666,0.066666667,0.333333333,0.266666666,0.3125,0.333333333,0.2979273311793804,0.18591794278472662,86.82615133850231,0.14462905563414097,-0.1290318067491676,0.44006988033652306,0.09995894889868678,"Taylor Walls",22458,670764
"Nolan Gorman","STL",5,21,0,2,2,0,0.238095238,0.238095238,0,0.363636363,0.266666666,0.428571428,0.266666666,0.32426503896713255,0.28449039459228515,104.8866910638428,-0.12200913485139608,0.00010101251197536243,0.3314129076898098,0.09995531630836893,"Nolan Gorman",22263,669357
"Trevor Larnach","MIN",5,17,1,3,3,0,0.176470588,0.117647058,0.214285714,0.181818181,0.214285714,0.352941176,0.428571428,0.35671793713289146,0.44397681907695885,126.75510858175552,0.1315711042843759,0.6564790601403072,-0.31473415065556765,0.09931607292203047,"Trevor Larnach",21501,663616
"Jorbit Vivas","WSN",5,10,0,1,1,0,0.1,0.1,0,0.333333333,0.285714285,0.444444444,0.285714285,0.36384966638353133,0.3569876593020227,128.77682660815387,-0.027211062457354274,0.31521000499021523,0.34385772864334285,0.09888510417116513,"Jorbit Vivas",23917,678391
"Dillon Dingler","DET",6,23,0,3,1,0,0.04347826,0.086956521,0,0.25,0.222222222,0.333333333,0.222222222,0.27799147083645775,0.3369288042187691,73.96859042428406,0.12169849360361695,-0.569261714598551,0.684466514037922,0.09884493559085551,"Dillon Dingler",27464,693307
"Adley Rutschman","BAL",3,14,0,1,1,0,0.071428571,0.285714285,0.153846154,0.333333333,0.23076923,0.285714285,0.384615384,0.3006391312394823,0.15330014298004763,91.0188558547384,-0.05485686752945185,-0.19996348499003153,0.6453082524240017,0.09856210704781651,"Adley Rutschman",26288,668939
"Michael Harris II","ATL",5,17,1,2,2,1,0.058823529,0.235294117,0.1875,0.272727272,0.25,0.294117647,0.4375,0.3265359296518214,0.334387619048357,103.79056368011635,0.02942536771297455,0.10610328271454073,0.3315877076238394,0.09824269504272666,"Michael Harris II",25931,671739
"Colt Keith","DET",7,25,0,4,2,0,0.04,0.24,0.125,0.388888888,0.291666666,0.32,0.416666666,0.32929261684417727,0.3222880780696869,108.70105339134189,0.1951221670024097,0.44616010460106625,-0.42475588992238045,0.09681659076062929,"Colt Keith",27899,690993
"Wyatt Langford","TEX",5,18,1,2,1,1,0.055555555,0.166666666,0.235294117,0.153846153,0.176470588,0.222222222,0.411764705,0.27917877501911587,0.334011220269733,76.45005886738106,0.442172865383327,-0.047030962975816326,0.2911408916115761,0.09311030759268386,"Wyatt Langford",33333,694671
"J.P. Crawford","SEA",6,23,0,4,4,0,0.260869565,0.217391304,0,0.333333333,0.235294117,0.434782608,0.235294117,0.3438368258268937,0.37031356666399085,125.41798673893472,-0.06907491479068995,0.6056030106643417,-0.5607072180137038,0.09165033654099979,"J.P. Crawford",15491,641487
"Ryan O'Hearn","PIT",6,26,1,3,5,0,0.115384615,0.076923076,0.227272728,0.25,0.272727272,0.346153846,0.5,0.3677569100489983,0.46063868816082293,129.46182919174672,-0.49167518969625235,0.4198121316554744,-0.324823300819844,0.09147403453076733,"Ryan O'Hearn",16442,656811
"Edouard Julien","COL",7,26,1,5,5,2,0.115384615,0.153846153,0.130434783,0.5,0.434782608,0.5,0.565217391,0.4781988286055051,0.38821561749164873,190.35376035931392,-0.47499266522936523,2.320363538486519,-2.226879082620144,0.09132009444230967,"Edouard Julien",27534,666397
"Adrian Del Castillo","ARI",3,13,0,1,4,0,0,0.307692307,0.076923077,0.555555555,0.384615384,0.384615384,0.461538461,0.37947843624995303,0.36924999455610913,138.04690825796135,-0.04179468750953674,0.5467511605445781,-0.07861715508624911,0.08878033892587611,"Adrian Del Castillo",29554,680728
"Nick Fortes","TBR",5,17,0,0,0,0,0,0.117647058,0.117647058,0.333333333,0.294117647,0.294117647,0.411764705,0.31277522970648375,0.27211764454841614,96.87863799549918,-0.1392409815452993,-0.2004789221151296,0.42492911498993635,0.08731350745825334,"Nick Fortes",21538,663743
"Gabriel Arias","CLE",3,9,0,0,2,0,0,0.222222222,0.111111111,0.428571428,0.333333333,0.333333333,0.444444444,0.34594616625044083,0.3701111144489712,121.42993549722684,-0.27491283882409334,-0.05233040374080425,0.5695347767323256,0.08699010928841713,"Gabriel Arias",22563,672356
"Matt Wallner","MIN",6,25,1,3,3,0,0.04,0.48,0.208333334,0.545454545,0.291666666,0.32,0.5,0.36194342136383056,0.3192880868911743,130.29292306856496,-0.3766369200311601,0.4973575940738195,-0.5803726129233837,0.08613155120963116,"Matt Wallner",26466,670242
"Josh Jung","TEX",4,11,0,1,0,0,0.09090909,0.09090909,0,0.444444444,0.4,0.454545454,0.4,0.3955346779389815,0.4434728947552768,155.226604883618,-0.04543021880090237,0.6556513447160133,-0.2476397193968296,0.08338671105156045,"Josh Jung",26299,673962
"Jake Bauers","MIL",5,15,1,2,5,0,0.133333333,0.133333333,0.307692308,0.2,0.23076923,0.333333333,0.538461538,0.3824460705121358,0.5132935881614685,141.71336770117583,0.0065379979787394404,0.7510712341950486,-0.39916392136365175,0.08317583110700229,"Jake Bauers",15194,641343
"Christian Vázquez","HOU",2,7,0,1,3,0,0,0.142857142,0.142857143,0.5,0.428571428,0.428571428,0.571428571,0.44478792803628103,0.299000016280583,187.73175776145686,-0.04554548393934965,0.6631870787905604,-0.11821780726313591,0.08226113657045234,"Christian Vazquez",9774,543877
"Ketel Marte","ARI",6,29,1,4,5,0,0.034482758,0.24137931,0.178571428,0.3,0.25,0.275862068,0.428571428,0.31202019083088844,0.35814489167312097,93.75203179288582,-0.06990334996953607,-0.2855061444948954,0.18237822633818723,0.08063424318987215,"Ketel Marte",13613,606466
"J.T. Realmuto","PHI",4,12,0,1,0,0,0.083333333,0.333333333,0.090909091,0.428571428,0.272727272,0.333333333,0.363636363,0.3187490502993266,0.31810017426808673,97.55168923258704,0.01865283725783229,-0.016306675040165808,0.42641961202025414,0.07969875904959871,"J.T. Realmuto",11739,592663
"Ryan Mountcastle","BAL",5,10,0,0,1,0,0.1,0.1,0.111111111,0.375,0.333333333,0.4,0.444444444,0.3824988603591919,0.315620197262615,146.44042498919535,-0.020411207700817613,0.5155380842363406,-0.11154185328632593,0.07919076931143433,"Ryan Mountcastle",18373,663624
"Jose Altuve","HOU",6,28,0,4,2,0,0.107142857,0.214285714,0.12,0.368421052,0.28,0.357142857,0.4,0.3312514269793475,0.24742236512678642,110.86403403115499,0.02085026167333126,0.3719064756122304,-0.6345879946602508,0.0791017491564095,"Jose Altuve",5417,514888
"Julio Rodríguez","SEA",6,26,1,3,3,0,0.038461538,0.269230769,0.166666667,0.25,0.208333333,0.269230769,0.375,0.2918612246329968,0.32130342492690456,90.22889674500074,-0.38017482543364167,-0.6733616614212161,0.4506530910730362,0.07562200509522225,"Julio Rodriguez",23697,677594
"Jake Cronenworth","SDP",7,28,1,4,3,0,0.142857142,0.178571428,0.166666667,0.166666666,0.166666666,0.285714285,0.333333333,0.2881960485662733,0.383957428591592,82.77427355925715,0.08883085567504168,-0.4850915161002216,0.36191416159272194,0.07543823474893743,"Jake Cronenworth",18036,630105
"Royce Lewis","MIN",4,16,0,0,3,1,0.25,0.1875,0,0.444444444,0.333333333,0.5,0.333333333,0.4053312987089157,0.4761130064725876,159.66785833571586,0.20396073907613754,1.3057231431496985,-1.1934309005737305,0.07205152502609383,"Royce Lewis",20437,668904
"Brandon Valenzuela","TOR",6,15,1,2,2,0,0,0.4,0.2,0.25,0.2,0.2,0.4,0.26198570728302,0.25753332680712143,63.99769576035593,-0.002589019713923335,-0.6258200561385231,0.7715172590687871,0.07168474345811582,"Brandon Valenzuela",23813,678218
"Edmundo Sosa","PHI",1,4,0,0,0,0,0.25,0,0.333333333,0.333333333,0.333333333,0.5,0.666666666,0.5013211071491241,0.4655505120754242,217.4333531255384,0.063649648334831,0.6225945893979339,-0.05543625168502331,0.07061386886973417,"Edmundo Sosa",17022,624641
"Bryan Reynolds","PIT",6,26,1,3,4,0,0.192307692,0.192307692,0.15,0.266666666,0.25,0.384615384,0.4,0.35795597388194156,0.449615763930174,123.02627407072399,-0.0314222383312881,0.680962479428003,-0.8188262581825256,0.06764662976102444,"Bryan Reynolds",19326,668804
"Jorge Polanco","NYM",4,17,1,1,1,0,0,0.117647058,0.235294117,0.285714285,0.294117647,0.294117647,0.529411764,0.3607911187059739,0.23517646684366114,130.00981870673132,-0.012422255240380764,0.594635301945025,-0.4714140994474292,0.06606354559739272,"Jorge Polanco",13152,593871
"Nasim Nuñez","WSN",6,22,0,3,1,4,0.136363636,0.136363636,0.052631579,0.25,0.210526315,0.318181818,0.263157894,0.27989940480752423,0.33793664520437067,73.65285410309527,0.3912796163931489,-0.2984419946495722,0.2574444878846407,0.06498125062606508,"Nasim Nunez",25979,683083
"Troy Johnston","COL",6,27,1,4,3,0,0.074074074,0.185185185,0.2,0.263157894,0.24,0.296296296,0.44,0.32778542792355575,0.25568163284549006,91.5883246366716,0.07219149498268962,-0.1980573486308178,-0.02038492262363434,0.06254555630072023,"Troy Johnston",26143,687859
"Darell Hernaiz","ATH",3,4,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.4549260437488556,0.3815000057220459,191.15684628307886,-0.018926602439023554,0.40187443228024994,0.053022236097604036,0.061689002750962424,"Darell Hernaiz",26224,687231
"Tyrone Taylor","NYM",4,5,0,2,0,0,0,0,0.2,0.4,0.4,0.4,0.6,0.44073268175125124,0.279600003361702,182.50157323604304,0.03258119570091367,0.5234323440618145,-0.08802995696896687,0.06027589464262595,"Tyrone Taylor",13675,621438
"Jesús Sánchez","TOR",6,18,1,2,4,0,0,0.222222222,0.333333333,0.23076923,0.222222222,0.222222222,0.555555555,0.3328619665569729,0.28227778027455014,111.98311601014397,-0.037493267096579075,0.21143246035309501,-0.2882298957556486,0.060272412110255566,"Jesus Sanchez",19913,660821
"Miguel Rojas","LAD",4,11,0,1,0,0,0.09090909,0.272727272,0,0.428571428,0.3,0.363636363,0.3,0.3128208518028259,0.33629110184582794,95.75311314502528,-0.34342958591878414,-0.3990175736080587,0.6386383716017008,0.05910820907158087,"Miguel Rojas",7802,500743
"Adolis García","PHI",6,25,1,1,1,1,0.12,0.28,0.15,0.166666666,0.15,0.32,0.3,0.3020457744598389,0.3565591984987259,86.58387447138227,0.195276384241879,-0.20382634580151782,0.002106625586748123,0.05796797742518983,"Adolis Garcia",19287,666969
"Paul Goldschmidt","NYY",1,3,0,0,0,0,0.333333333,0.333333333,0,0,0,0.666666666,0,0.4849809408187866,0.48362966378529865,215.50372123589594,0.05073829274624586,0.45063216296957653,-0.004900313913822174,0.05696612926246187,"Paul Goldschmidt",9218,502671
"CJ Kayfus","CLE",4,12,1,3,2,0,0,0.166666666,0.333333333,0.333333333,0.333333333,0.333333333,0.666666666,0.43529974420865375,0.4242499979833762,181.92507213492982,0.08517361711710691,1.2197287228336888,-1.1355556771159172,0.054033922730573544,"CJ Kayfus",33704,692216
"Miguel Andujar","SDP",6,19,0,2,0,1,0.052631578,0.157894736,0.117647058,0.357142857,0.294117647,0.368421052,0.411764705,0.3564274593403465,0.2975731005794124,127.5768309412381,-0.2739113843999803,0.3495585774193728,-0.4160381527617574,0.05294056172819972,"Miguel Andujar",15878,609280
"Victor Caratini","MIN",6,26,0,2,3,0,0.115384615,0.153846153,0.047619048,0.333333333,0.285714285,0.384615384,0.333333333,0.3354215690722832,0.3534343426044171,112.33680855222778,-0.6420148187316954,-0.27184271316505637,-0.19050456210970879,0.05110019092774132,"Victor Caratini",14968,605170
"Tyler Heineman","TOR",3,8,0,0,0,0,0,0.25,0,0.4,0.285714285,0.375,0.285714285,0.3203967362642288,0.171669568334307,103.54376946117148,-0.06769581558182836,-0.034978100635072264,0.19925325363874435,0.04709041929565666,"Tyler Heineman",13897,623168
"Reese McGuire","CHW",2,7,0,0,0,0,0,0.428571428,0,0.666666666,0.333333333,0.428571428,0.333333333,0.3661676985876901,0.2902409945215498,133.66011045761414,-0.021523301780689508,0.250396661469806,-0.04930415656417608,0.04707282185227187,"Reese McGuire",15674,624512
"Kyle Karros","COL",7,21,0,4,1,0,0.238095238,0.19047619,0,0.25,0.1875,0.38095238,0.1875,0.29937722853251864,0.3444290473347619,72.93474604440065,0.11165988072752953,-0.5646550542187291,0.37792820297181606,0.04692463457700933,"Kyle Karros",33252,691720
"Gary Sánchez","MIL",4,14,1,1,2,0,0.285714285,0.214285714,0.3,0.166666666,0.2,0.428571428,0.5,0.4189875679356711,0.4184862843581608,165.7074859022836,-0.04486952384468168,1.0497431266625556,-1.0246589491143823,0.04658820068665294,"Gary Sanchez",11442,596142
"David Hamilton","MIL",4,15,0,2,1,0,0.133333333,0,0,0.2,0.2,0.384615384,0.2,0.3066246234453641,0.26785315343966853,91.92699080444204,-0.018028121907263994,-0.162121586271767,0.14473838172852993,0.04538697123293508,"David Hamilton",27531,666152
"Ernie Clement","TOR",6,24,0,1,2,0,0.041666666,0.041666666,0.04347826,0.318181818,0.304347826,0.333333333,0.347826086,0.31101653973261517,0.32942508285244304,97.19308621115265,-0.17951070656999946,-0.2572548766379379,-0.18727443180978298,0.045353365893407216,"Ernie Clement",20352,676391
"Brenton Doyle","COL",6,19,1,4,1,1,0.105263157,0.368421052,0.176470588,0.333333333,0.235294117,0.315789473,0.411764705,0.32960967954836395,0.29054757560554306,92.78617672814117,0.2278069497551769,0.06471344095204146,-0.20886983978562057,0.04499202673943474,"Brenton Doyle",25479,686668
"Andruw Monasterio","BOS",2,6,0,1,0,0,0.5,0,0,0,0,0.5,0,0.35573655366897583,0.4139343239367008,122.60801271057112,0.0359244872815907,0.192470191682305,0.006148250075057149,0.043034601869910455,"Andruw Monasterio",19455,655316
"Parker Meadows","DET",5,15,0,0,0,1,0,0.333333333,0,0.4,0.266666666,0.266666666,0.266666666,0.242627223332723,0.20833333532015483,50.02590078930968,0.3084516320377588,-0.5566432640597088,0.4079902586527169,0.04156439578215601,"Parker Meadows",23800,678009
"Nick Allen","HOU",2,6,0,2,0,0,0.333333333,0.166666666,0,0.333333333,0.25,0.5,0.25,0.38879971702893573,0.41373397782444954,149.82600678443532,0.029842896852642298,0.37485541207902606,-0.19890714716166258,0.04071480188691236,"Nick Allen",22277,669397
"Carlos Santana","ARI",1,1,0,0,0,0,0,0,0,1,1,1,1,0.9098520874977112,0.8479999899864197,486.3043409321755,-0.006943800883163931,0.45272726216638154,-0.08599333837628365,0.04067163237380268,"Carlos Santana",2396,467793
"Owen Caissie","MIA",6,18,0,2,3,0,0.111111111,0.444444444,0.133333333,0.428571428,0.2,0.333333333,0.333333333,0.31466059221161735,0.34539394908481175,95.133309363715,0.12643779627978802,0.022200335855472125,-0.18093540659174323,0.040355832161588015,"Owen Caissie",27496,683357
"Brayan Rocchio","CLE",7,26,1,2,3,0,0.192307692,0.076923076,0.142857143,0.111111111,0.142857142,0.307692307,0.285714285,0.28796735176673305,0.3387311536532182,82.17648438277654,-0.3431398752145469,-0.8779433680867819,0.2902781590819359,0.038276623533971696,"Brayan Rocchio",23690,677587
"Drew Millas","WSN",6,8,0,1,1,0,0.25,0,0,0.2,0.2,0.428571428,0.2,0.33325690031051636,0.31648628200803486,108.68880348346433,-0.043585950741544366,0.03912586190306426,0.07069346401840448,0.0363926960573705,"Drew Millas",25643,686452
"Garrett Mitchell","MIL",5,15,0,1,2,0,0.333333333,0.4,0,0.5,0.2,0.466666666,0.2,0.33325690031051636,0.4008434201989855,109.4144514758134,-0.43521257408428937,-0.2671759850775678,0.16151579970028251,0.036353740478571005,"Garrett Mitchell",27555,669003
"Dane Myers","CIN",5,5,0,1,0,1,0.2,0,0,0.25,0.25,0.4,0.25,0.32426503896713255,0.4850404143333435,97.94353864514244,0.18429040082264692,0.17205528362429195,0.022303883801214397,0.03561035891113949,"Dane Myers",22054,667472
"Lawrence Butler","ATH",6,26,0,2,1,1,0.153846153,0.307692307,0.045454546,0.285714285,0.181818181,0.307692307,0.227272727,0.26420230819628787,0.3302891872547291,62.03097683326785,0.30215310165658593,-0.8371264123632416,0.2233631368726492,0.0356060535328106,"Lawrence Butler",22542,671732
"Nathan Church","STL",6,12,1,3,2,0,0,0.333333333,0.272727273,0.166666666,0.181818181,0.25,0.454545454,0.31361693640549976,0.25022391974925995,97.89486397695445,0.04487330373376608,0.014813995223521545,-0.040824562311172485,0.03507099524952284,"Nathan Church",31357,701675
"Luis Torrens","NYM",2,6,0,1,2,0,0,0,0.166666667,0.166666666,0.166666666,0.166666666,0.333333333,0.21563522020975748,0.18933333456516266,34.696598623336726,0.06038638763129711,-0.4058483514212312,0.5636157095432281,0.03501036665771678,"Luis Torrens",15905,620443
"Dansby Swanson","CHC",7,30,1,6,3,1,0.133333333,0.3,0.153846154,0.1875,0.153846153,0.266666666,0.307692307,0.26898297866185505,0.3608602643013,68.23559933599633,0.402642865665257,-0.7312695142826937,0.14864330366253853,0.03471239661851771,"Dansby Swanson",18314,621020
"Jake Mangum","PIT",6,11,0,3,1,1,0.09090909,0.181818181,0,0.375,0.3,0.363636363,0.3,0.3128208518028259,0.3453819995576685,93.38935356811166,0.23756500566378236,0.15103749856914284,-0.16146040754392743,0.03352166904288956,"Jake Mangum",26202,663968
"Kyle Manzardo","CLE",5,14,1,1,1,0,0.071428571,0.285714285,0.25,0.142857142,0.166666666,0.285714285,0.416666666,0.3196340245859964,0.4199206360748836,103.61580156332253,-0.03614823194220662,0.02227157802590577,-0.21367864310741425,0.03340439342834482,"Kyle Manzardo",29794,700932
"Ryan Vilade","TBR",2,6,0,0,1,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.30328402916590375,0.3409999907016754,90.45280159724386,-0.013814982958137989,-0.07992308888263605,0.18315858207643032,0.033274229729113085,"Ryan Vilade",22165,668723
"Byron Buxton","MIN",7,33,0,7,0,0,0.121212121,0.242424242,0.068965517,0.285714285,0.206896551,0.303030303,0.275862068,0.27493707338968915,0.3042366077954119,71.3869337470772,-0.23703317530453205,-1.326730429076655,0.4285184864420444,0.03299428709910443,"Byron Buxton",14161,621439
"Hunter Feduccia","TBR",3,7,0,0,0,0,0.285714285,0.428571428,0,0.5,0.2,0.428571428,0.2,0.33325690031051636,0.3699148552758353,110.74536264237149,-0.016137099300976843,0.07066827878909865,-0.015512566082179546,0.032139362336241664,"Hunter Feduccia",23372,676439
"Michael Massey","KCR",5,7,0,0,0,0,0,0.285714285,0.142857143,0.4,0.285714285,0.285714285,0.428571428,0.3148090583937509,0.19428572111896106,96.09347375369633,0.1421023546718061,0.11054385831245442,-0.05611302703619003,0.03206518647328405,"Michael Massey",27684,686681
